expNum,age,gender,ingroupNorm,bothShown,ingroupFirst,response,rating,understandingCheckResponse,understandingCheckOrder,responseTime,understandingCheckTime,elapsedTime,utcTime,RepublicanRating,DemocraticRating,topIssue,topIssueRating,identityIngroupResponse,identityOutgroupResponse,ingroupAgree,outgroupDisagree
Exp 2,49,male,0,0,0,1,3,1,4213,19.721,23.098,113.368,"Wed, 10 Apr 2019 11:19:49 GMT",3,7,NA,NA,6,2,1,1
Exp 2,54,female,1,1,1,3,-2,1,3412,38.991,14.043,132.85,"Wed, 10 Apr 2019 11:35:09 GMT",3,0,NA,NA,3,3,0,1
Exp 2,28,male,0,0,0,6,3,1,2134,406.709,72.448,811.086,"Wed, 10 Apr 2019 11:26:32 GMT",1,9,NA,NA,7,1,1,1
Exp 2,32,male,1,1,0,4,0,1,3421,16.004,17.351,72.879,"Wed, 10 Apr 2019 11:15:44 GMT",5,3,NA,NA,4,3,0,1
Exp 2,60,female,1,1,0,4,1,1,4231,32.856,12.986,128.985,"Wed, 10 Apr 2019 12:02:22 GMT",0,10,NA,NA,7,1,1,1
Exp 2,28,female,0,0,0,4,-1,1,1243,74.663,15.95,196.92,"Wed, 10 Apr 2019 11:11:57 GMT",4,9,NA,NA,6,2,1,1
Exp 2,28,male,0,0,0,4,0,1,4231,28.211,15.43,82.285,"Wed, 10 Apr 2019 11:42:32 GMT",7,2,NA,NA,5,2,1,1
Exp 2,39,female,1,0,0,1,0,1,3124,16.869,48.955,125.564,"Wed, 10 Apr 2019 11:59:55 GMT",5,5,NA,NA,4,4,0,0
Exp 2,37,female,1,0,0,6,3,1,4213,42.216,53.784,277.202,"Wed, 10 Apr 2019 12:01:05 GMT",0,7,NA,NA,5,1,1,1
Exp 2,38,female,1,0,0,2,1,1,2134,31.902,29.1,118.748,"Wed, 10 Apr 2019 12:12:11 GMT",7,3,NA,NA,5,3,1,1
Exp 2,32,male,0,1,0,1,3,1,4123,20.237,22.252,76.225,"Wed, 10 Apr 2019 11:21:56 GMT",0,5,NA,NA,4,1,0,1
Exp 2,31,female,1,1,0,6,0,3,4213,13.39,13.072,59.844,"Wed, 10 Apr 2019 11:25:22 GMT",2,2,NA,NA,7,1,1,1
Exp 2,42,male,0,0,0,1,3,1,4132,36.37,12.992,196.394,"Wed, 10 Apr 2019 11:08:34 GMT",10,0,NA,NA,7,1,1,1
Exp 2,68,male,1,0,0,6,0,1,1234,47.888,35.734,198.013,"Wed, 10 Apr 2019 11:12:02 GMT",5,5,NA,NA,4,4,0,0
Exp 2,54,male,0,0,0,1,3,1,1234,25.776,33.377,122.001,"Wed, 10 Apr 2019 12:11:04 GMT",5,0,NA,NA,5,1,1,1
Exp 2,55,male,0,0,0,3,-1,1,4231,47.487,23.282,163.483,"Wed, 10 Apr 2019 11:11:39 GMT",5,4,NA,NA,3,3,0,1
Exp 2,28,male,0,1,0,3,0,1,3124,15.68,70.541,128.778,"Wed, 10 Apr 2019 11:27:50 GMT",5,5,NA,NA,4,4,0,0
Exp 2,49,male,0,0,0,1,2,3,3412,22.807,24.558,95.362,"Wed, 10 Apr 2019 11:56:07 GMT",7,4,NA,NA,5,3,1,1
Exp 2,35,female,1,0,0,4,2,1,3142,191.447,126.498,448.877,"Wed, 10 Apr 2019 11:23:28 GMT",4,9,NA,NA,7,1,1,1
Exp 2,59,female,0,1,1,5,0,1,3241,30.872,24.512,129.695,"Wed, 10 Apr 2019 12:11:14 GMT",5,5,NA,NA,4,5,0,0
Exp 2,30,male,0,0,0,2,0,1,1342,44.549,24.135,100.112,"Wed, 10 Apr 2019 12:16:00 GMT",1,7,NA,NA,6,1,1,1
Exp 2,45,female,1,0,0,1,0,1,1324,28.916,15.592,100.063,"Wed, 10 Apr 2019 11:32:58 GMT",0,10,NA,NA,5,2,1,1
Exp 2,28,male,0,1,1,1,3,1,3421,21.026,20.462,82.562,"Wed, 10 Apr 2019 11:56:15 GMT",2,9,NA,NA,7,1,1,1
Exp 2,29,female,1,1,0,4,0,1,2413,27.887,15.247,117.325,"Wed, 10 Apr 2019 11:07:49 GMT",9,0,NA,NA,7,3,1,1
Exp 2,30,male,0,1,0,2,2,1,1243,24.687,20.719,94.127,"Mon, 08 Apr 2019 11:14:00 GMT",0,8,NA,NA,5,1,1,1
Exp 2,40,male,1,0,0,2,3,1,2413,12.897,15.207,93.045,"Wed, 10 Apr 2019 11:29:42 GMT",4,1,NA,NA,7,2,1,1
Exp 2,63,male,0,0,0,3,-1,1,1243,42.04,13.313,146.9,"Wed, 10 Apr 2019 11:25:47 GMT",0,9,NA,NA,6,1,1,1
Exp 2,35,female,1,1,0,3,2,4,4312,10.297,11.669,77.407,"Wed, 10 Apr 2019 11:08:11 GMT",9,7,NA,NA,6,7,1,0
Exp 2,35,male,1,0,0,5,2,1,4312,21.394,21.471,78.176,"Wed, 10 Apr 2019 11:35:05 GMT",1,8,NA,NA,6,2,1,1
Exp 2,22,male,0,0,0,6,2,1,1324,13.175,11.434,151.939,"Wed, 10 Apr 2019 11:37:32 GMT",2,9,NA,NA,4,4,0,0
Exp 2,30,male,1,1,1,4,1,1,1234,48.055,35.08,161.213,"Wed, 10 Apr 2019 11:09:43 GMT",4,5,NA,NA,4,1,0,1
Exp 2,53,female,1,0,0,6,3,1,4312,34.249,18.819,150.933,"Wed, 10 Apr 2019 11:15:40 GMT",3,7,NA,NA,6,2,1,1
Exp 2,34,female,1,0,0,6,0,1,2413,18.432,15.491,83.197,"Wed, 10 Apr 2019 11:44:50 GMT",0,9,NA,NA,7,1,1,1
Exp 2,32,male,1,1,1,3,0,1,4321,22.697,12.296,66.865,"Wed, 10 Apr 2019 12:11:02 GMT",5,5,NA,NA,4,5,0,0
Exp 2,28,male,1,1,1,1,-3,1,4123,23.928,22.675,97.358,"Wed, 10 Apr 2019 11:40:27 GMT",1,10,NA,NA,7,7,1,0
Exp 2,40,male,0,0,0,3,0,1,2134,16.647,40.769,123.211,"Wed, 10 Apr 2019 11:12:16 GMT",5,6,NA,NA,5,4,1,0
Exp 2,41,male,0,1,1,3,1,2,4213,3.239,9.195,47.093,"Wed, 10 Apr 2019 11:26:15 GMT",0,10,NA,NA,7,1,1,1
Exp 2,27,male,0,1,1,6,2,1,2314,26.761,32.777,142.217,"Wed, 10 Apr 2019 11:09:06 GMT",8,2,NA,NA,6,2,1,1
Exp 2,35,female,0,1,1,5,3,4,3421,3.52,3.015,37.879,"Wed, 10 Apr 2019 23:37:34 GMT",10,0,NA,NA,6,7,1,0
Exp 2,46,female,1,1,0,5,0,1,1234,18.132,7.183,59.253,"Wed, 10 Apr 2019 11:51:13 GMT",0,10,NA,NA,7,1,1,1
Exp 2,41,male,1,0,0,6,0,1,2314,16.503,12.125,163.667,"Wed, 10 Apr 2019 11:57:21 GMT",0,0,NA,NA,4,1,0,1
Exp 2,52,female,1,0,0,3,0,1,1243,18.977,12.906,80.007,"Wed, 10 Apr 2019 12:08:41 GMT",7,3,NA,NA,6,3,1,1
Exp 2,52,male,1,0,0,5,1,1,2134,13.884,12.974,76.872,"Wed, 10 Apr 2019 11:07:23 GMT",5,5,NA,NA,2,5,0,0
Exp 2,37,female,1,1,1,4,0,1,2413,20.528,11.244,74.247,"Wed, 10 Apr 2019 11:51:51 GMT",10,3,NA,NA,7,2,1,1
Exp 2,40,male,0,1,1,1,3,1,1243,32.38,27.562,106.905,"Wed, 10 Apr 2019 11:07:55 GMT",9,0,NA,NA,7,1,1,1
Exp 2,32,female,0,1,0,6,0,1,1342,39.083,18.91,108.867,"Wed, 10 Apr 2019 11:08:53 GMT",2,9,NA,NA,5,2,1,1
Exp 2,34,male,1,0,0,4,0,1,1423,16.827,5.94,604.433,"Wed, 10 Apr 2019 11:30:50 GMT",5,0,NA,NA,7,1,1,1
Exp 2,51,male,1,0,0,5,2,1,2143,23.023,26.036,112.394,"Wed, 10 Apr 2019 12:07:52 GMT",1,5,NA,NA,5,1,1,1
